Date,Location,nursultan,almaty,Latitude,Longitude,Number of Protesters,Number of Arrests,Type,protest_type,Issue 1,issue1,Issue 2,issue2,Issue 3,issue3,Groups Linked,Groups Linked 2,groups_linked,Target 1,Target 2,Target Type,target_type,Response 1,response1,Response 2,response2,Source,Source Type,Description
27 December 2020,Kyzylorda,0,0,44.842557,65.502545,50,0,Rally,Rally,Income,Livelihood,China,China,Extractive Industries,Environment & Resource Extraction,,,0,Oil Company,,Foreign Business,Foreign Actor,Nothing,Neutral,,,https://www.youtube.com/watch?v=RlJtC1TWczE,Online Search,Workers of a Chinese oil company gathered on the premises near Kyzylorda demanding a 100-percent pay raise.
26 December 2020,Almaty,0,1,43.235961,76.911482,50,0,Rally,Rally,Identity,Other,International Politics,Other,,,Zheltoqsan Aqiqaty,,1,Consulate General of the Russian Federation in Almaty,Government,Foreign Government/International Organization,Foreign Actor,Nothing,Neutral,,,https://rus.azattyq.org/a/kazakhstan-activists-protested-against-russian-pms-statement/31020203.html,Online Search,"About 50 protesters demonstrated outside the Russian Consulate in Almaty, demanding two Russian lawmakers apologize to the Kazakh nation for questioning Kazakhstan's territorial integrity on TV. They also addressed Kazakhstan's government demanding renaming of Petropavlovsk to Kyzylzhar and Pavlodar to Ertis."
25 December 2020,Atyrau,0,0,47.105983,51.864594,3,0,Rally,Rally,Income,Livelihood,Covid-19,Covid-19,,,,,0,Private Medical Clinic ,,Business,Local Non-Gov Actor,Nothing,Neutral,,,https://www.youtube.com/watch?v=rnUgtrZ6T34&list=PLn2OyECVOtB_v0Nm900-1VA-aF2a_QfJa&index=2&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,"Personnel of a medical clinic protested outside the facility in Atyrau, demanding extra pay for their service during coronavirus quarantine."
25 December 2020,Semey,0,0,50.40424,80.249849,15,0,Rally,Rally,Utilities,Government Services,,,,,,,0,Semey Murat Doverie,,Business,Local Non-Gov Actor,Meeting,Constructive,,,https://rus.azattyq.org/a/31019185.html,Online Search,A dozen residents of a Semey suburban village gathered in front of the akimat to protest a local utilities public company which is overcharging for electricity.
24 December 2020,Aktobe,0,0,50.291993,57.148456,10,0,Rally,Rally,Financial Sector,Finance,Justice,Justice,,,,,0,Local Court,,Judicial System,Justice System,Nothing,Neutral,,,https://www.youtube.com/watch?v=-yOTP1iodok&list=PLn2OyECVOtB9Bwyf_G1RhLTckciwT1r54&index=3&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,"Victims of a pyramid scheme protested outside the city court in Aktobe demanding justice and recovery of their funds from the fund, which protesters accused of organizing fraudulent activity."
24 December 2020,Almaty,0,1,43.229360596361,76.8019645697423,30,0,Rally,Rally,Income,Livelihood,Covid-19,Covid-19,,,,,0,Hospital Administration,,Organization,Local Non-Gov Actor,Promise,Constructive,,,https://rus.azattyq.org/a/31017479.html,Online Search,Medics gathered to protest the hospital administration the absense of Covid-19 allowances
23 December 2020,Almaty,0,1,51.150596,71.456256,5,0,Rally,Rally,Financial Sector,Finance,Covid-19,Covid-19,,,,,0,Nur Otan ,,Organization,Local Non-Gov Actor,Meeting,Constructive,,,https://www.youtube.com/watch?v=076oHDTQGsI,Online Search,Defaulting mortgage holders protested outside the Nur-Otan party office in Almaty demanding a meeting with former president Nursultan Nazarbayev to address debt relief and forced eviction concerns.
23 December 2020,Almaty,0,1,43.281992,76.994944,20,0,Confrontation,Violent,Development,Property & Land,Utilities,Government Services,,,,,0,Local Government ,Road Contractor,Local Government,Local Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=yX1sJBJUbPY&list=PLn2OyECVOtB9S9k3qcOpvga9ZFBNabSXB&index=10&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,"Residents of the Duman neighbourhood in Almaty protested near their homes against the construction work on their road, demanding the city authorities and company provide better roads upon completing the project in the area."
23 December 2020,Almaty,0,1,43.234989,76.852418,20,0,Rally,Rally,Development,Property & Land,Property,Property & Land,,,,,0,Land Owner,,Business,Local Non-Gov Actor,Nothing,Neutral,,,https://www.youtube.com/watch?v=6Pfy80qQgRk&list=PLn2OyECVOtB9FBTIW6zyAl5O4CeqowAxW&index=9&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,"Residents of the local neighbourhood in Auezov district of Almaty protested against the construction of the commercial project in their backyard, demanding the company stop its activity."
23 December 2020,Kyzylorda,0,0,44.78679,65.515301,15,0,Rally,Rally,Welfare,Government Services,,,,,,,0,Ministry of Agriculture,,National Government,National Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=kJknAorNfpo,Online Search,Local farmers protested outside the Kyzylorda regional state administration's office demanding the Kazakh authorities address adequate and timely subsidies for the farmer community.
23 December 2020,Petropavl,0,0,54.862857,69.141861,3,0,Rally,Rally,Identity,Other,Cultural,Other,International Politics,Other,Namys,,1,Local Government ,,Local Government,Local Government,Meeting,Constructive,Nothing,Neutral,https://www.youtube.com/watch?v=fcPmjKkNyDc&list=PLn2OyECVOtB9S9k3qcOpvga9ZFBNabSXB&index=3&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,Activists of Namys Movement protested outside the regional state administration's office in Petropavl demanding the Kazakh authorities rename Petropavl to Kyzyljar following the Russian lawmaker's statement on TV questioning territorial integrity of northern Kazakhstan.
22 December 2020,Almaty,0,1,43.22172,76.963638,10,0,Rally,Rally,Financial Sector,Finance,Justice,Justice,,,,,0,Law Enforcement ,,Law Enforcement,Justice System,Promise,Constructive,,,https://www.youtube.com/watch?v=jai5tgi4eUc&list=PLn2OyECVOtB_y7OyJWz2MLlpjGgcWlysm&index=2&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,Victims of a financial services company gathered outside its office in Almaty demanding the authorities assist victims with the recovery of their funds from the firm.
22 December 2020,Saraishyk,0,0,47.499057,51.723206,7,0,Rally,Rally,Property,Property & Land,Utilities,Government Services,,,,,0,Local government ,,Local Government,Local Government,Meeting,Constructive,Nothing,Neutral,https://www.youtube.com/watch?v=PLBp8dRYO7w&list=PLn2OyECVOtB_jLF-jLYpPWy2nq_LT-hUt&index=6&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,New homeowners protested at the newly-built state-subsidized apartment building in Saraishyk village demanding the authorities fix the remaining issues in their homes after the construction company's poor quality job.
22 December 2020,Shymkent,0,0,42.3111879406684,69.600634708417,15,0,Rally,Rally,Freedom of Assembly,Human Rights,Elections,Human Rights,,,Halyk Tandauy,,1,Ministry of Justice,,National Government,National Government,Nothing,Neutral,,,https://rus.azattyq.org/a/31013854.html,Online Search,Activists gathered to protest the Ministry of Justice's party registration process
21 December 2020,Aiyrtau,0,0,49.836244,82.264992,25,0,Rally,Rally,Environment,Environment & Resource Extraction,,,,,,,0,Regional Administration,,Local Government,Local Government,Meeting,Constructive,Promise,Constructive,https://www.youtube.com/watch?v=27cX_F6AteY&list=PLn2OyECVOtB8nNq2JBGYa6ird7bWdz-ij&index=10&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,"Residents of Aiyrtau village protested against the plan to build a pig farm in the area, demanding the local authorities reject it out of environmental concerns."
21 December 2020,Kamennyi Karier,0,0,50.005844,82.812023,15,0,Rally,Rally,Utilities,Government Services,,,,,,,0,Local Government,,Local Government,Local Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=kI69MwNSWzM&feature=emb_logo,Online Search,"Residents of Kamennyi Karier village protested near their homes against lack of public transportation, medical care, and internet service in town, demanding the city authorities integrate their township into the city which would resolve the social issues."
21 December 2020,Shymkent,0,0,42.315942,69.591564,10,0,Rally,Rally,Repression,Justice,Human Rights,Human Rights,,,,,0,Law Enforcement,,Law Enforcement,Justice System,Nothing,Neutral,,,https://rus.azattyq.org/a/31011531.html,Online Search,Ten activists gathered in front of a Shymkent police department to protest the detention of a local activist.
21 December 2020,Shymkent,0,0,42.317354,69.563325,6,0,Rally,Rally,Labor,Livelihood,,,,,,,0,School Principal ,Local government ,Individual,Local Non-Gov Actor,Promise,Constructive,Nothing,Neutral,https://www.youtube.com/watch?v=O2BHi9Lg9zU&list=PLn2OyECVOtB8_lXTsGA0D2MBvUUEyUzFs&index=10&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,"Teachers of a high school in Shymkent protested on the premises against their principal, demanding her resignation after a months-long labour dispute, which was ruled in teachers' favour by the local court."
21 December 2020,Uralsk,0,0,51.206147,51.384047,50,0,Rally,Rally,Income,Livelihood,Covid-19,Covid-19,,,,,0,Department of Sanitary-epidemiological Surveillance,,Local Government,Local Government,Meeting,Constructive,,,https://rus.azattyq.org/a/31011672.html,Online Search,Uralsk restaurant owners gathered to demand a meeting with the head of the department of sanitary-epidemiological surveillance to protest the latest round of coronavirus restrictions on their businesses.
17 December 2020,Zhanaozen,0,0,43.338137,52.855647,10,0,Rally,Rally,Justice,Justice,Human Rights,Human Rights,,,,,0,Judicial System,,Judicial System,Justice System,Dispersal,Cautious,,,https://rus.azattyq.org/a/31005523.html,Online Search,Relatives of alleged organized crime participants gathered at Zhanaozen's central square to protest the judicial system.
16 December 2020,Almaty,0,1,43.23829,76.94462,100,0,Rally,Rally,Repression,Justice,Political Prisoners,Justice,Human Rights,Human Rights,Oyan Kazakhstan,Democratic Party of Kazakhstan,1,National government,,National Government,National Government,Monitoring,Cautious,,,https://rus.azattyq.org/a/kazakhstan-december-16-protest/31004164.html,Online Search,Activists associated with Oyan Kazakhstan and the Democratic Party of Kazakhstan were surrounded by police in Almaty while marching against Nurstultan Nazarbayev and in rememberance of the 1986 events in Almaty and 2011 events in Zhanaozen.
16 December 2020,Nur-Sultan (Astana),1,0,51.153303,71.41936,30,0,Rally,Rally,Justice,Justice,,,,,,,0,National government,,National Government,National Government,Monitoring,Cautious,,,https://rus.azattyq.org/a/31003500.htmll,Online Search,Activists gathered in remembrance of the 1986 Almaty events and 2011 Zhanaozen events.
16 December 2020,Nur-Sultan (Astana),1,0,51.166811,71.420032,10,0,Rally,Rally,Welfare,Government Services,,,,,,,0,Local Government,,Local Government,Local Government,Meeting,Constructive,,,https://rus.azattyq.org/a/31003863.html,Online Search,Parents of children with disabilities gathered in front of the Nur-Sultan akimat to demand the local authorities' attention to their problems.
16 December 2020,Shymkent,0,0,42.303363,69.616586,30,0,Rally,Rally,Justice,Justice,,,,,,,0,National government,,National Government,National Government,Monitoring,Cautious,,,https://rus.azattyq.org/a/31003500.html,Online Search,Activists gathered in remembrance of the 1986 Almaty events and 2011 Zhanaozen events.
15 December 2020,Semey,0,0,50.405033,80.210006,30,0,Strike,Disruptive,Income,Livelihood,Labor,Livelihood,,,,,0,Semey Bus Company,,Business,Local Non-Gov Actor,Meeting,Constructive,,,https://rus.azattyq.org/a/31001195.html,Online Search,Bus drivers refused to work and gathered in front of the Semey Bus autopark to protest salary and pension contribution delays.
15 December 2020,Uralsk,0,0,51.195225,51.373555,20,0,Rally,Rally,Welfare,Government Services,,,,,,,0,Department of Education,,Local Government,Local Government,Promise,Constructive,,,https://rus.azattyq.org/a/31001771.html,Online Search,Twenty owners of private kindergardens gathered at the Uralks department of education to demand improvements to the current system of receiving state support for local education institutions.
14 December 2020,Shymkent,0,0,42.325206,69.585654,20,0,Rally,Rally,Financial Sector,Finance,Justice,Justice,,,,,0,Kasym-Jomart Tokayev,,National Government,National Government,Nothing,Neutral,,,https://rus.azattyq.org/a/30999867.html,Online Search,"Victims of a financial services company's fraudulent scheme protested in a city park in Shymkent, demanding assistance with debt obligations and loan payments from President Tokayev."
11 December 2020,Aktobe,0,0,50.258285,57.168438,20,0,Rally,Rally,Utilities,Government Services,,,,,,,0,Local Government,,Local Government,Local Government,Meeting,Constructive,,,https://www.youtube.com/watch?v=tmyFLs1NuY4&list=PLn2OyECVOtB8KM5rpDxCwqb79U6m6lMNO&index=9&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,"Residents of the local neighborhood in Almaty district of Aktobe protested near their homes against the lack of passage through the nearby railroad, demanding the authorities build a pedestrian bridge over it."
11 December 2020,Arys,0,0,42.432738,68.813798,10,0,Rally,Rally,Income,Livelihood,Welfare,Government Services,Relief,Government Services,,,0,Atameken National Business Association Chamber,,Local Government,Local Government,Meeting,Constructive,,,https://rus.azattyq.org/a/kazakhstan-arys-complaints-12112020/30996092.html,Online Search,"Ten small business owners gathered at the local branch of the Atameken national business association chamber in Arys calling for the authorities to fulfill their obligation for rehabilitation of town businesses and compensation, which protesters complained they have yet to receive after ammunition depot explosion in May 2019."
11 December 2020,Bozjyra,0,0,43.427833,54.07821,10,0,Rally,Rally,Environment,Environment & Resource Extraction,,,,,,,0,Rixos hotels, ,Business,Local Non-Gov Actor,Nothing,Neutral,,,https://rus.azattyq.org/a/30996055.html,Online Search,Eco-activists gathered to demand from the government environmental protections for Bozzhyra tract
11 December 2020,Shymkent,0,0,42.318668,69.603412,15,0,Rally,Rally,Financial Sector,Finance,,,,,,,0,Local Government,,Local Government,Local Government,Meeting,Constructive,Promise,Constructive,https://www.youtube.com/watch?v=6QuD7FryV00&list=PLn2OyECVOtB-k9UjlsYcKbJFH8RnlSq-I&index=3&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,"Victims of a financial services company's fraudulent scheme protested at the city administration's office in Shymkent, demanding a meeting with a Mayor to discuss progress on assistance with debt obligations and loan payments which the city authorities promised to negotiate with banks on behalf of protesters."
11 December 2020,Taraz,0,0,42.899168,71.358823,15,0,Rally,Rally,Justice,Justice,,,,,,,0,Law Enforcement,,Law Enforcement,Justice System,Nothing,Neutral,,,https://www.youtube.com/watch?v=euq-QscKwjE,Online Search,Activists gathered outside the pre-trial detention facility SIZO-13 in Taraz in support of 53 Kazakh men that were arrested and charged with organizing and taking part in the inter-ethnic conflict between the ethnic Dungan community and Kazakh villagers in the district of Korday in Zhambyl region.
11 December 2020,Zhezkazgan,0,0,47.79296,67.71411,300,0,Rally,Rally,Income,Livelihood,Labor,Livelihood,,,,,0,Kazakhmys,,Business,Local Non-Gov Actor,Promise,Constructive,,,"https://rus.azattyq.org/a/kazakhstan-zhezkazgan-tranko-workers-protest/30995466.html
https://rus.azattyq.org/a/kazakhstan-zhezkazgan-workers-protest-12112020/30996065.html",Online Search,About 300 workers of a railroad service company protested outside their union office in Zhezkazgan demanding pay raise and improved working conditions. Protesters insisted that they are forced to protest since the company and authorities ignored their previous calls.
10 December 2020,Almaty,0,1,43.210056,76.843129,30,0,Rally,Rally,Political Prisoners,Justice,Repression,Justice,Human Rights,Human Rights,,,0,Law Enforcement,,Law Enforcement,Justice System,Nothing,Neutral,,,https://rus.azattyq.org/a/kazakhstan-almaty-activists-protest/30995339.html,Online Search,About 30 protesters demonstrated outside the police department in Almaty demanding the release of five fellow activists detained following demonstrations in the aftermath of an opposition activist's death while in police custody.
10 December 2020,Atyrau,0,0,46.970473,51.763071,100,0,Rally,Rally,Income,Livelihood,Covid-19,Covid-19,,,,,0,TOO Imeni Amangeldy,,Business,Local Non-Gov Actor,Meeting,Constructive,Promise,Constructive,https://www.youtube.com/watch?v=5QwNaQJ2x9c&list=PLn2OyECVOtB8Nv_nkvniCcg-gur2dW3l0&index=13&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,"Workers of the Amangeldi seafood company gathered outside its office in Atyrau demanding wages for two months of work, which protesters complained their employer failed to pay due to coronavirus quarantine impact."
10 December 2020,Shymkent,0,0,42.358308,69.647162,10,0,Rally,Rally,Development,Property & Land,,,,,,,0,Local Government,,Local Government,Local Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=1WUx2GxSmQs&list=PLn2OyECVOtB95U659O8L7Ypck7bxY8KsT&index=7&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,"Homeowners of the Ordabasy apartment community protested outside their properties in Shymkent against the construction of the multi-storey housing development, demanding the city authorities cancel the project due to safety concerns."
10 December 2020,Stanovoye,0,0,54.819332,68.316636,10,0,Rally,Rally,Utilities,Government Services,,,,,,,0,Local Government,,Local Government,Local Government,Meeting,Constructive,,,https://www.youtube.com/watch?v=HilI6hyjsa8&list=PLn2OyECVOtB8Nv_nkvniCcg-gur2dW3l0&index=3&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,Residents of Stanovoye village gathered outside the local administration demanding access to drinking water due to unsafe quality of the local water source they utilize.
9 December 2020,Almaty,0,1,43.249564,76.928043,10,0,Rally,Rally,Financial Sector,Finance,Justice,Justice,,,,,0,Police,,Law Enforcement,Justice System,Nothing,Neutral,,,https://www.youtube.com/watch?v=xdCR1xBC1_8&list=PLn2OyECVOtB-jFcAchwaZL9BjUmgUlmQt&index=3&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,Victims of the pyramid scheme operations gathered outside the police department in Almaty demanding the authorities speed up the investigation process and assist victims with the recovery of their funds from the accused financial service companies.
9 December 2020,Khorgas,0,0,44.15834,80.39933,50,0,Rally,Rally,Corruption,Finance,,,,,,,0,Border Service,,National Government,National Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=z7j8555idGU&list=PLn2OyECVOtB8DOZ3SZ7K56Tve8ReA5hV9&index=11&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,Truck drivers blocked the main access road to the Nurly Zhol border post on the Kazakh-Chinese border in protest of corruption involving local district administration and non-transparency on the Kazakh side.
9 December 2020,Nur-Sultan (Astana),1,0,51.128187,71.439962,10,0,Rally,Rally,Welfare,Government Services,,,,,,,0,National Government,,National Government,National Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=Gd83-K1cYGw&list=PLn2OyECVOtB8DOZ3SZ7K56Tve8ReA5hV9&index=3&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,Parents of children and dependents with disabilities gathered outside the country's parliament in Nur-Sultan demanding the Kazakh lawmakers and government provide subsidized housing benefits to their families just as the authorities do for police and military servicemen.
9 December 2020,Sholdala,0,0,42.790218,71.278066,10,0,Rally,Rally,Utilities,Government Services,,,,,,,0,Energy Company Contractor,,Business,Local Non-Gov Actor,Nothing,Neutral,,,https://www.youtube.com/watch?v=PURBIPJmFl4&list=PLn2OyECVOtB8DOZ3SZ7K56Tve8ReA5hV9&index=7&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,Residents of the Choldala village protested near their homes demanding the utility service and supply company provide natural gas supply to their homes after failing to deliver it on time before winter.
9 December 2020,Zhanakorgan,0,0,43.919993,67.263844,10,0,Rally,Rally,Income,Livelihood,Covid-19,Covid-19,,,,,0,District Hospital,,Organization,Local Non-Gov Actor,Nothing,Neutral,,,https://www.youtube.com/watch?v=1qMGK3N-YwY&list=PLn2OyECVOtB8DOZ3SZ7K56Tve8ReA5hV9&index=5&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,Medics and personnel of the main district hospital gathered outside the medical facility in Zhanakorgan demanding extra pay for their service during coronavirus emergency in the area.
8 December 2020,Aktau,0,0,43.654961,51.146542,10,0,Rally,Rally,Utilities,Government Services,,,,,,,0,Local Government,,Local Government,Local Government,Meeting,Constructive,Promise,Constructive,https://www.youtube.com/watch?v=u5y9oB3igJI&list=PLn2OyECVOtB-4qeJKyn1n02cBweSt0mDf&index=6&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,Residents of Mangistau township gathered at the regional state administration office in Aktau demanding the authorities provide natural gas supply to their households as winter temperatures fall below zero.
8 December 2020,Atyrau,0,0,47.097009,51.925489,15,0,Rally,Rally,Justice,Justice,,,,,,,0,Judicial System,,Judicial System,Justice System,Nothing,Neutral,,,https://azh.kz/ru/news/view/72878,Online Search,"About 15 medics gathered outside the office of Kazakhstan bureau on human rights in Atyrau in support of their detained colleagues, that are on trial following an infant child's death in the hospital, calling for the authorities and public to conduct a fair trial"
8 December 2020,Karakalpak,0,0,41.574347,68.845768,10,0,Rally,Rally,Utilities,Government Services,,,,,,,0,Drilling Company,,Business,Local Non-Gov Actor,Nothing,Neutral,,,https://www.youtube.com/watch?v=rr2Mc-HA_5w&list=PLn2OyECVOtB-4qeJKyn1n02cBweSt0mDf&index=9&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,Residents of Karakalpak village gathered in protest of debt obligations arising from the water drilling agreement with the company.
8 December 2020,Semey,0,0,50.453388,80.278898,15,0,Rally,Rally,Income,Livelihood,Covid-19,Covid-19,,,,,0,Ambulance Station,,Organization,Local Non-Gov Actor,Meeting,Constructive,Promise,Constructive,https://www.youtube.com/watch?v=hjcrF-biA1k&list=PLn2OyECVOtB-4qeJKyn1n02cBweSt0mDf&index=3&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,Personnel of the ambulance station in Semey protested on the premises demanding extra pay and benefits for their service during coronavirus emergency in the city.
7 December 2020,Aktobe,0,0,50.271351,57.22567,70,0,Strike,Disruptive,Income,Livelihood,Labor,Livelihood,,,,,0,"LLP ""KTP""",,Business,Local Non-Gov Actor,Meeting,Constructive,Promise,Constructive,https://www.youtube.com/watch?v=sPpZXeSuCv4&list=PLn2OyECVOtB8ZOWjSo8YUvZfs6RoxXuU2&index=6&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,Workers of the road construction company protested on the premises in Aktobe demanding backpay for three months of work.
7 December 2020,Irgeli,0,0,43.236395,76.765236,30,0,Rally,Rally,Utilities,Government Services,,,,,,,0,Local Government,,Local Government,Local Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=6BmtEIg99u4,Online Search,"Residents of Irgeli village protested outside their homes against the lack of access to drinking water in the area, demanding the local authorities fix the social issues in town."
7 December 2020,Zolotaya Niva,0,0,54.210397,70.873402,5,0,Rally,Rally,Land,Property & Land,,,,,,,0,Local Farmer,,Individual,Local Non-Gov Actor,Nothing,Neutral,,,https://newtimes.kz/obshchestvo/121367-selchane-16-let-ne-mogut-vernut-svoi-zemelnye-uchastki-v-sko,Online Search,"Landowners protested near their homes in the village of Zolotaya Niva against an unfair land lease deal involving a local farmer, demanding lease fee raise for their plots or else return the land for sub-lease."
5 December 2020,Muhametzhan Tuimebayev,0,0,43.419088,76.913871,30,0,Rally,Rally,Freedom of Assembly,Human Rights,,,,,,,0,Local Government ,,Local Government,Local Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=kKDOnGKE2TM,Online Search,"Residents of the Zhomart village in Almaty region protested near their homes against the head of the local administration, whom protesters accused of intervening in community affairs."
5 December 2020,Uralsk,0,0,51.237005,51.372919,30,0,Rally,Rally,Property,Property & Land,Development,Property & Land,Utilities,Government Services,,,0,TOO Marasant ,TOO Birlik,Business,Local Non-Gov Actor,Nothing,Neutral,,,https://www.uralskweek.kz/2020/12/08/zhilcy-doma-postroennogo-too-marasant-trebuyut-remonta-posle-aresta-xozyaina-stroitelnoj-kompanii/,Online Search,"New homeowners of the state-subsidized apartment building gathered at the construction company's office in Uralsk, demanding home builders finish incomplete work at their apartments. Protesters complained they are making mortgage payments every month."
4 December 2020,Aktobe,0,0,50.299813,57.153154,30,0,Rally,Rally,Welfare,Government Services,,,,,,,0,Local Government ,,Local Government,Local Government,Promise,Constructive,,,"https://rus.azattyq.org/a/30983866.html
https://rus.azattyq.org/a/kazakhstan-aktobe-farmers-complaints/30983973.html",Online Search,"About 30 farmers protested at the regional administration office in Aktobe demanding livestock feed subsidies, which protesters complained they couldn't get hold of. Officials promised to resolve the issue with subsidies."
4 December 2020,Almaty,0,1,43.245747,76.913323,10,0,Rally,Rally,Property,Property & Land,Development,Property & Land,,,,,0,National Security Committee,,National Government,National Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=CmaotjHPens,Online Search,"Homeowners protested near their apartment building on Abai Baizakov street in Almaty against planned expropriation with unfair compensation for their homes, demanding the city authorities provide a proper payout for their properties."
4 December 2020,Nur-Sultan (Astana),1,0,51.119578,71.436987,15,0,Rally,Rally,Financial Sector,Finance,Justice,Justice,,,,,0,Local Government ,,Local Government,Local Government,Nothing,Neutral,,,https://newtimes.kz/obshchestvo/121228-maskiruiushchaiasia-pod-nur-otan-zhertvy-finansovoi-piramidy-shturmovali-genprokuraturu,Online Search,"Victims of a housing scheme gathered at the Prosecutor General's Office in Nur-Sultan in protest of little efforts from the prosecution, police, Mayor's Office and Nur-Otan party to investigate several companies for organizing a pyramid scheme to which protesters fell prey for."
4 December 2020,Shymkent,0,0,42.325287,69.588313,15,0,Rally,Rally,Elections,Human Rights,,,,,The People's Choice,,1,Local Government ,,Local Government,Local Government,Nothing,Neutral,,,https://rus.azattyq.org/a/30984131.html,Online Search,"Over a dozen activists gathered outside the Justice Department in Shymkent demanding the authorities register their political party Halyk Tandauyu (The People's Choice), which would allow protesters to take part in the parliamentary election on 10 January 2021."
3 December 2020,Khorgas,0,0,44.198965,80.237821,50,0,Rally,Rally,Corruption,Finance,,,,,,,0,Border Service,,Local Government,Local Government,Nothing,Neutral,,,"https://www.youtube.com/watch?v=A_jD0DRReH8
https://www.youtube.com/watch?v=LswPTOS6p2A",Online Search,"Truck drivers gathered near the Khorgas border post on the border between Kazakhstan and China in protest of alleged corruption on the Kazakh side of the border, which protesters complained is creating weeks and months-long delays."
2 December 2020,Aktobe,0,0,50.321954,57.156006,300,0,Strike,Disruptive,Labor,Livelihood,,,,,,,0,Aktyubinsk Petroleum Machinery Plant,,Business,Local Non-Gov Actor,Nothing,Neutral,,,https://www.youtube.com/watch?v=lw1s1nK5qsE&list=PLn2OyECVOtB_ZuU8bWCMzRS4XyncbK5qU&index=6&ab_channel=%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B1%D1%8E%D1%80%D0%BE31,ACLED,"Workers of the Aktyubinsk Petroleum Machinery Plant protested on the premises in Aktobe against the planned relocation of the facility and operation to the Mangystau region, demanding the company preserve jobs for hundreds of locally-based employees."
2 December 2020,Nur-Sultan (Astana),1,0,51.125687,71.446313,10,0,Rally,Rally,Property,Property & Land,Welfare,Government Services,,,,,0,National Government ,,National Government,National Government,Meeting,Constructive,,,https://rus.azattyq.org/a/30979694.html,Online Search,Parents calling to provide housing for disabled children were blocked by police from entering government buildings.
